filename,width,height,class,xmin,ymin,xmax,ymax
Tomato___Leaf_Mold_original_c6583f61-77e9-4417-aed3-44198e567580___Crnl_L-Mold-8947-JPG_83c20370-6e3a-40f4-b077-0b75101140a3_JPG.rf.6f74e7d67df3f968a81f7f34d95f8006.jpg,256,256,leaf_mold,78,82,251,224
166b90f5-3bba-4aea-9bc4-212efb57a504___RS_HL-0377_JPG.rf.6a41d880cfc9df17f40e7eebb1bea741.jpg,256,256,healthy,34,18,223,247
f834fa07-fd63-4ff6-8a17-e13c02ac4878___GCREC_Bact-Sp-5693_JPG.rf.6dd9c381b14d129a6f5424fcc4eabb5d.jpg,256,256,bacterial_spot,23,11,245,253
ffb00771-1462-4c9d-962b-7aaa7e8d5a51___Com-G_SpM_FL-1411_JPG.rf.6d7ab92d328b3a5786f5fb24c9481371.jpg,256,256,spider_mites,50,14,234,224
30542417-544f-4bd5-9fa6-bdeb844c11a4___RS_Erly-B-6454_JPG.rf.6dd35deaadefa2c9a64e46c4a274aa7d.jpg,256,256,early_blight,20,18,228,247
ff8cd40f-304f-4731-9271-0dbdbdd1ed7b___UF-GRC_YLCV_Lab-01657_JPG.rf.6e92a420606f544595218ef6ff3026c0.jpg,256,256,yellow_leaf_curl_virus,39,7,226,201
fdbf1c22-520c-4537-9f20-76f52fd4ae35___Matt-S_CG-6550_JPG.rf.6eb6b989a8c6e564af7daa65a411ea43.jpg,256,256,septoria_leaf_spot,32,9,233,229
ffb28cee-f1c8-4020-a876-fb8235d983ea___UF-GRC_YLCV_Lab-02802_JPG.rf.6f71e274cab8b9a3e5ecb97db453da26.jpg,256,256,yellow_leaf_curl_virus,40,14,240,194
25080b1c-6c0f-4b11-bb31-b5cfb2429395___GH_HL-Leaf-238_JPG.rf.6f63f40bbbe8be7a2adb77311e0e0d25.jpg,256,256,healthy,34,5,220,245
d9ebf5e5-a626-48f3-b649-db74d12e62ad___RS_Late-B-5478_JPG.rf.701db70ec5eee4776f10e611bf0f0c9a.jpg,256,256,late_blight,29,21,232,177
e7a41440-0635-43cf-8d8c-57d892f1ef10___GCREC_Bact-Sp-3399_JPG.rf.7001b5d93bb7789e0558f0f62da1d6ad.jpg,256,256,bacterial_spot,20,10,238,243
bf120193-9127-4e56-8031-9b0cded8a75d___Crnl_L-Mold-9004_JPG.rf.6eaf73ef14d16033337e804351fe0aee.jpg,256,256,leaf_mold,64,6,244,193
cd2cd0c6-bf72-4bfb-9647-58f5358638d4___Matt-S_CG-6020_JPG.rf.7013de6640a7bcf0f6f6c7ff1fa6644c.jpg,256,256,septoria_leaf_spot,13,11,234,237
757dc01f-63b5-47aa-b15d-37cbb3f8e76c___GH_HL-Leaf-184-1_JPG.rf.7001bcfec66af8f4e5390ae1edee9ad8.jpg,256,256,healthy,18,19,227,237
c44f307f-dd40-495d-abfa-e2f68dc31ff6___PSU_CG-2312_JPG.rf.6dab35c4a2635ddbccaf82b19977505a.jpg,256,256,mosaic_virus,69,37,241,220
adb470b2-bae7-4386-bbc2-cda168dd69e2___PSU_CG-2315_JPG.rf.7065710b591d49878c984774b39a82f6.jpg,256,256,mosaic_virus,61,18,184,208
a0616fa9-80fb-497d-8791-a9689aecb27f___GHLB2-Leaf-150-2_JPG.rf.6fe157f4cd19076011d336766fb98c79.jpg,256,256,late_blight,20,0,242,216
e2ec5315-9f41-499f-9507-0a8b7f91d1a2___UF-GRC_YLCV_Lab-01842_JPG.rf.700e2fedbdaf34656cb61797babf550b.jpg,256,256,yellow_leaf_curl_virus,20,10,237,201
16c7ab4c-6940-41e9-854f-d1a9a99325ce___RS_Erly-B-8216_JPG.rf.6ff4003c5d5607bfd655235f0a39c001.jpg,256,256,early_blight,6,5,249,251
85656232-738b-4a83-ab54-cfa6ecff99f1___RS_HL-0477_JPG.rf.705f9640a4ab24d3e07c8212976ad82e.jpg,256,256,healthy,37,10,228,236
cc816dda-efb9-451b-aaa5-0b893c2cdb15___GCREC_Bact-Sp-3354_JPG.rf.71017a19576987bbccb72bfdb3203a24.jpg,256,256,bacterial_spot,10,7,249,249
caf5fa98-1dd1-44a8-8ce1-35fff6e06818___GCREC_Bact-Sp-5783_JPG.rf.70af28b4f69ddb0333e4890b318f9a37.jpg,256,256,bacterial_spot,35,15,249,238
c9270cd9-e0ec-4aee-9411-a7977c2b9af8___GCREC_Bact-Sp-3706_JPG.rf.6ba641d0df5f3662bffaabc41fd5c8df.jpg,256,256,bacterial_spot,21,1,241,251
004cbe60-8ff9-4965-92df-e86694d5e9ba___RS_Erly-B-8253_JPG.rf.71d38bb9bfc589d83c1585e88f7086f5.jpg,256,256,early_blight,1,5,254,248
bef6003b-6464-4498-9b5d-c69ded9cea76___Matt-S_CG-7771_JPG.rf.706f98c248a9af37e0e6a7d94c2f4718.jpg,256,256,septoria_leaf_spot,9,30,231,210
324bf28d-7005-4845-9931-012f2a972b37___Com-G_SpM_FL-1506_JPG.rf.70b93653e28036a52c13c1f285f58fe4.jpg,256,256,spider_mites,58,11,211,252
ccafb671-37e8-4110-a0cd-a01852fd7c9c___Com-G_TgS_FL-9834_JPG.rf.71612ff580e4a5c06a0707fe1bfe28a2.jpg,256,256,target_spot,78,6,213,212
ccafb671-37e8-4110-a0cd-a01852fd7c9c___Com-G_TgS_FL-9834_JPG.rf.71612ff580e4a5c06a0707fe1bfe28a2.jpg,256,256,target_spot,37,195,115,231
69ec13bc-48bf-4a91-adc0-acb4386979ac___RS_Erly-B-7732_JPG.rf.707b2f7b3443ece7a3f9892c7e3fb546.jpg,256,256,early_blight,47,0,235,249
c1b869e9-f7d3-44d1-9a79-528d862abaca___Com-G_TgS_FL-1078_JPG.rf.703938099928977170589662f865d28e.jpg,256,256,target_spot,29,8,222,239
cf7130f7-50b1-4dce-81ed-841302e5f71d___Crnl_L-Mold-7072_JPG.rf.712b10fcef17f7d2d761d9a568e06a4f.jpg,256,256,leaf_mold,33,21,217,233
f68ccc94-dbbb-43e3-a7fb-c298c0f5830c___GCREC_Bact-Sp-6057_JPG.rf.72cb93e6c4286d6ec3671421305377aa.jpg,256,256,bacterial_spot,24,15,209,249
216986d3-6b5d-47e6-8ae5-876de7aac386___Com-G_TgS_FL-8199_JPG.rf.71f0d00c8fa2c7ac6467b6609c03809b.jpg,256,256,target_spot,65,8,227,237
216986d3-6b5d-47e6-8ae5-876de7aac386___Com-G_TgS_FL-8199_JPG.rf.71f0d00c8fa2c7ac6467b6609c03809b.jpg,256,256,target_spot,27,173,128,242
d1c0694d-0c25-41bf-9f19-64487795d52c___GCREC_Bact-Sp-5567_JPG.rf.73823409d26d4ca4d265c2593bf86e2f.jpg,256,256,bacterial_spot,17,10,247,249
886c81aa-0494-4dd7-adc5-301af73df1f7___GH_HL-Leaf-215_JPG.rf.7176227d3798a89ed5f2138d28088cf5.jpg,256,256,healthy,24,14,238,247
be820223-83c6-497a-8c54-b433ae7ae496___Com-G_TgS_FL-7969_JPG.rf.6d4bf054038ab1897aec68470a1eeeee.jpg,256,256,target_spot,0,7,242,250
fcdfc17c-1a1b-48df-8612-740f3a50fcbd___UF-GRC_YLCV_Lab-01892_JPG.rf.73190150aebebbae6a8394498bd9ea0a.jpg,256,256,yellow_leaf_curl_virus,9,15,234,227
27867fa8-39ae-4480-936e-1adcdceeb7fb___Crnl_L-Mold-6924_JPG.rf.73dbd95722a8b110957fc762b6ea7148.jpg,256,256,leaf_mold,13,18,198,234
d048d9ee-191b-47ef-bc41-e041beff628d___UF-GRC_YLCV_Lab-01977_JPG.rf.746797b6a1a3ad3c665206235549dde3.jpg,256,256,yellow_leaf_curl_virus,60,22,228,220
db05b5f8-283c-4a32-b5d9-bca967c5c040___YLCV_GCREC-2592_JPG.rf.747373d4b15db5abf097bb48219fff38.jpg,256,256,yellow_leaf_curl_virus,22,8,227,241
eb2c25bd-b896-45f1-b3a2-7ca6b78c219d___GH_HL-Leaf-351_JPG.rf.70e00d42377f6c9c315c4b2817efc50f.jpg,256,256,healthy,40,13,211,228
3893e563-9bd6-4df6-a8e5-1488a680bb8b___Com-G_SpM_FL-1572_JPG.rf.730f43d976690c2c65e490e3b874987e.jpg,256,256,spider_mites,41,10,229,222
Tomato___Tomato_mosaic_virus_original_e10f2f79-91b8-4210-95a3-f1fe50d109e2___PSU_CG-2295-JPG_32ffbbb3-f01a-428b-ac47-785779416520_JPG.rf.73f6371294b5ee72934f3b517221de92.jpg,256,256,mosaic_virus,16,40,234,216
72195027-eef6-4b92-8a7e-9d60842f6e97___Crnl_L-Mold-9151_JPG.rf.747cec2829d17ae1a297c3f43778d545.jpg,256,256,leaf_mold,20,5,196,227
b9b67eab-9463-495d-88c2-cfad41c15848___Com-G_TgS_FL-0885_JPG.rf.728557f8cf806ce5c1a79b7f5b163efa.jpg,256,256,target_spot,17,1,217,246
Tomato___Tomato_mosaic_virus_original_73d4d7e9-6565-468f-83f4-ce0652c23577___PSU_CG-2316-JPG_101c119a-ed5f-487f-93b5-20a4cb48534f_JPG.rf.73d5d6ffdb66a6ed7d073521dbfb8afb.jpg,256,256,mosaic_virus,36,71,204,223
Tomato___Tomato_mosaic_virus_original_73d4d7e9-6565-468f-83f4-ce0652c23577___PSU_CG-2316-JPG_101c119a-ed5f-487f-93b5-20a4cb48534f_JPG.rf.73d5d6ffdb66a6ed7d073521dbfb8afb.jpg,256,256,mosaic_virus,196,54,233,143
dd50e041-1df0-45e4-8ab7-126f0ae2b984___GH_HL-Leaf-270_JPG.rf.72933f7452d701aba250138594a1df0b.jpg,256,256,healthy,39,18,209,243
c7f8e876-66c2-4014-82a4-47d4556bfb7d___PSU_CG-2418_JPG.rf.74249d2e572163fc0255162cf3cb064f.jpg,256,256,mosaic_virus,75,51,219,238
0288164e-d6cf-4215-b593-7b581308a4cf___Com-G_TgS_FL-9777_JPG.rf.745af607f4be92215673222da01c63be.jpg,256,256,target_spot,16,28,230,247
172458d3-8e11-4e75-9f39-d7e96e885108___GCREC_Bact-Sp-3071_JPG.rf.741827c3fced586d4d6f31718de1e259.jpg,256,256,bacterial_spot,23,6,236,251
147539f7-632d-42ee-a19a-071b9c7c85f2___RS_Late-B-5140_JPG.rf.7723c741a003f37fc54bf1ac65968cdf.jpg,256,256,late_blight,7,7,241,226
4184f74c-6054-473f-babc-fa5cbca7f5b4___GHLB2ES-Leaf-135_JPG.rf.76489049e30779e639523b64603633f7.jpg,256,256,late_blight,15,0,245,229
fcb216aa-c87a-4e73-a19a-a6e1e51a7f6d___UF-GRC_YLCV_Lab-09462_JPG.rf.7551e1854cc3109f290c49e9915ddea3.jpg,256,256,yellow_leaf_curl_virus,15,12,234,232
Tomato___Tomato_mosaic_virus_original_b71a5d29-e7db-4be7-b919-e41a035c3928___PSU_CG-2212-JPG_418b228e-1923-4da0-8b8d-e323bce035d6_JPG.rf.76dc962452705e26c505f3281502a79d.jpg,256,256,mosaic_virus,44,40,245,214
573544ad-029a-487b-98bb-2beaa9007b22___Com-G_SpM_FL-8771_JPG.rf.772d61efa099dedeef95176748dec090.jpg,256,256,spider_mites,39,24,227,225
d47ea382-40cb-4126-a2bc-6578c30f9b78___Crnl_L-Mold-6801_JPG.rf.742dd7f85fa9679b899f158023d1e043.jpg,256,256,leaf_mold,42,19,217,234
717a4bbc-52b1-42c1-a718-ca94744ff52d___RS_HL-9726_JPG.rf.748a7aae9c16ebc17034cb718bc16121.jpg,256,256,healthy,21,7,216,235
e7206ec6-3690-4f86-8008-d5898aa8beb3___Com-G_SpM_FL-8583_JPG.rf.7617af204888ec7307e6a8341b82eba0.jpg,256,256,spider_mites,31,20,187,215
d6742063-9b9e-42b7-9ac4-bda7e2eeb12d___Com-G_SpM_FL-8813_JPG.rf.760da6e52ac7febf16c1eefe005c10a4.jpg,256,256,spider_mites,18,12,229,222
249797c6-648f-4df5-ab87-a0b82eb08801___GH_HL-Leaf-495_JPG.rf.74da0a32d0eaacb938ec8a4226be164c.jpg,256,256,healthy,30,39,188,248
f90e3e05-b9f5-4a11-8ca4-b2ceb490fee9___YLCV_NREC-2882_JPG.rf.766b5d6d697e392614542aff126a2e3a.jpg,256,256,yellow_leaf_curl_virus,46,27,235,208
dda16bf6-18c8-4e06-8fa4-7eb5ea58f6ee___UF-GRC_YLCV_Lab-02400_JPG.rf.783008cd3c78bed0ab6e7c2a2c83ace2.jpg,256,256,yellow_leaf_curl_virus,20,18,232,233
fab6b49c-ebdd-4460-b4f1-e294b0695f48___YLCV_GCREC-2616_JPG.rf.74e07822d760cf353cd0265b171cd6c4.jpg,256,256,yellow_leaf_curl_virus,79,80,237,227
fab6b49c-ebdd-4460-b4f1-e294b0695f48___YLCV_GCREC-2616_JPG.rf.74e07822d760cf353cd0265b171cd6c4.jpg,256,256,yellow_leaf_curl_virus,41,11,83,103
da24f7ae-4d47-45ed-99a0-75994f8e92cb___UF-GRC_YLCV_Lab-01843_JPG.rf.77c2a579904bae813d11e904bcd5b772.jpg,256,256,yellow_leaf_curl_virus,22,7,236,188
b3855666-8e30-46e7-bcd0-559ac8450983___Com-G_TgS_FL-7953_JPG.rf.73fb395fb3a5096fc5a101dc275e94fa.jpg,256,256,target_spot,19,1,252,256
Tomato___Tomato_mosaic_virus_original_6f341314-6084-4784-a3ba-0a9bdc944366___PSU_CG-2372-JPG_c773b553-dd47-4a56-bff4-0bf4ec23fb9f_JPG.rf.7973f74006108cc08a3e19e8c97764b3.jpg,256,256,mosaic_virus,60,93,227,200
23e8ae15-6cfc-4518-9266-3a289a7bced7___RS_Erly-B-6479_JPG.rf.78c9513eb3b17233b48b58f5ccb40198.jpg,256,256,early_blight,26,36,243,247
dbd393bd-b5db-4edc-a416-a52ac8b37b7c___Com-G_TgS_FL-8201_JPG.rf.782d9abc0a222828d0441a340ca5e250.jpg,256,256,target_spot,63,0,230,236
dbd393bd-b5db-4edc-a416-a52ac8b37b7c___Com-G_TgS_FL-8201_JPG.rf.782d9abc0a222828d0441a340ca5e250.jpg,256,256,target_spot,34,185,132,240
850fd7db-de0c-4bd8-b869-ffbaa4a3a320___Keller-St_CG-1807_JPG.rf.7850d5369aac1562f51f385111d82788.jpg,256,256,septoria_leaf_spot,51,36,200,204
0185befe-f0b5-4848-9677-f33c2237f4e9___Crnl_L-Mold-8729_JPG.rf.777582e92ce718de48c2c267d24f9967.jpg,256,256,leaf_mold,22,17,231,251
c55b187d-939e-4394-8306-d310764c30f6___Matt-S_CG-2479_JPG.rf.7a0a92621c27d49c90340bd38b55121a.jpg,256,256,septoria_leaf_spot,16,10,215,243
a86f36c6-2089-4367-ba3e-5b7c8b3c0084___RS_Erly-B-7492_JPG.rf.7a4598fe0b553dd27af0a964c2ab3d4d.jpg,256,256,early_blight,24,20,225,234
d38e784f-9bbb-4c1f-84d1-3464ff0dbc16___PSU_CG-2103_JPG.rf.794fd8b532220ccc5fed9f1e6fa8f748.jpg,256,256,mosaic_virus,70,24,169,215
14385f16-4e7f-401f-889a-8c1535ed85ba___GH_HL-Leaf-503-5_JPG.rf.7aa1bb3cf19eaf96e1fed92e2173d7a1.jpg,256,256,healthy,34,40,199,230
ea9ec83c-03f8-4ccf-8f0d-e05b667875f1___UF-GRC_YLCV_Lab-03150_JPG.rf.7a4b2625930cbf5c3499b95663b7066c.jpg,256,256,yellow_leaf_curl_virus,42,8,209,163
ea9ec83c-03f8-4ccf-8f0d-e05b667875f1___UF-GRC_YLCV_Lab-03150_JPG.rf.7a4b2625930cbf5c3499b95663b7066c.jpg,256,256,yellow_leaf_curl_virus,134,172,237,210
d90a9ec7-89f8-4c31-855e-368a5b66be3d___Com-G_SpM_FL-1626_JPG.rf.77bd9440235be56a473ea8d7047b1c71.jpg,256,256,spider_mites,46,19,229,236
cf72fe62-8411-4b4e-b4df-98c6683c00ca___Keller-St_CG-1816_JPG.rf.78f44bbae54bdcc005369b748401188c.jpg,256,256,septoria_leaf_spot,94,22,234,203
f7964e03-1651-4a72-8f28-be8626513372___GCREC_Bact-Sp-5591_JPG.rf.7a67b4a6e5b385a53bc6ab2fb73af3fd.jpg,256,256,bacterial_spot,40,10,237,252
Tomato___Tomato_mosaic_virus_original_2767e072-0e76-4860-abc3-769fb4af3aae___PSU_CG-2257-JPG_9ee90bb2-574a-4041-aedf-c9a838f69db5_JPG.rf.795b97b22ad898dae82a0aa278560f34.jpg,256,256,mosaic_virus,49,54,253,236
7723f266-8f6d-421e-ae24-fa6a7b292e13___Com-G_TgS_FL-0818_JPG.rf.7980849d224ad0fb3baf8a4748f87a91.jpg,256,256,target_spot,23,9,250,256
f3b38383-f6ff-4779-a57a-fd1766721555___GHLB2-Leaf-9088_JPG.rf.7b04a60e90dadac78ad23c45fd092b04.jpg,256,256,late_blight,55,25,222,230
5735bc4e-7a49-4a84-85f6-de312603c7f5___GHLB2-Leaf-8668_JPG.rf.7b1455e74c58006675d8eac4064da91d.jpg,256,256,late_blight,55,28,212,205
e3c5c5e1-3cbf-4eb4-9068-a6bb8c9f8d37___Com-G_TgS_FL-0015_JPG.rf.7a6b2ca7737741775fdf976ce39938a3.jpg,256,256,target_spot,11,8,204,213
e3c5c5e1-3cbf-4eb4-9068-a6bb8c9f8d37___Com-G_TgS_FL-0015_JPG.rf.7a6b2ca7737741775fdf976ce39938a3.jpg,256,256,target_spot,144,212,231,240
dfa645f2-9296-4d21-bc31-5f0496b3c31f___GHLB2-Leaf-8814_JPG.rf.784c45f9ee5f99bb63f39a202f70229d.jpg,256,256,late_blight,42,43,233,227
ff46311d-9868-4313-8834-eaf2f3259b27___UF-GRC_YLCV_Lab-02625_JPG.rf.7b7a5c9cd1bb76c02473ee4cbac61d4a.jpg,256,256,yellow_leaf_curl_virus,22,15,222,216
cd6e9c54-d7c9-4146-862c-68f13f9f6c79___Com-G_TgS_FL-8186_JPG.rf.7c4201a57f0f372dd28699a35d9f7f78.jpg,256,256,target_spot,25,14,232,246
38063538-ea4f-4af0-a1e4-91e45db0f6e8___Com-G_TgS_FL-8189_JPG.rf.7ca6f79f26c5e679033ddb018b21ddd1.jpg,256,256,target_spot,20,15,194,201
38063538-ea4f-4af0-a1e4-91e45db0f6e8___Com-G_TgS_FL-8189_JPG.rf.7ca6f79f26c5e679033ddb018b21ddd1.jpg,256,256,target_spot,75,174,240,243
f92fbb8b-b8fa-459a-a8af-2544f9d7cc7d___YLCV_GCREC-2933_JPG.rf.7cd606865085d27ee3a8ca21e5f33112.jpg,256,256,yellow_leaf_curl_virus,11,21,231,198
Tomato___Tomato_mosaic_virus_original_3671c4a4-c7dd-40cb-a6a8-02fb84331246___PSU_CG-2383-JPG_d6857207-8320-4669-b9cd-b43068e69665_JPG.rf.7d3188bdfa7c2a92d4f62758464b5cd3.jpg,256,256,mosaic_virus,28,66,216,232
ea1ab7b8-3490-4fb1-acc6-fc95b14f625a___Com-G_TgS_FL-0946_JPG.rf.7d01b6168d9b5cbb11a5f09e30274e65.jpg,256,256,target_spot,26,21,203,210
baeeb93d-df9f-489a-a019-5adc8cf361a3___Matt-S_CG-7450_JPG.rf.7c74c730776da2b75e118775d13fac0a.jpg,256,256,septoria_leaf_spot,31,3,254,224
39f19b15-fe5c-427f-8f5b-e4f78ae9bfa8___Com-G_TgS_FL-0821_JPG.rf.7c9c7f9cd38564e85c93fe67abf93d69.jpg,256,256,target_spot,30,8,233,243
Tomato___Tomato_mosaic_virus_original_f90809d6-8b8d-4a7d-81df-c0d708ed9bb4___PSU_CG-2176-JPG_de97059a-9d50-4ee2-a064-2cdfae46701f_JPG.rf.7e1e70445e306f7d8569629ce2821169.jpg,256,256,mosaic_virus,75,112,222,247
eeed3bc0-5411-4368-9b94-d1277381111d___UF-GRC_YLCV_Lab-01735_JPG.rf.7cfd0dd41de78810443691c0bb113983.jpg,256,256,yellow_leaf_curl_virus,32,8,229,247
d984c49c-ff38-46b9-a176-b966c8c8f9ef___RS_Late-B-4991_JPG.rf.7e299137849f087631cdc38170377206.jpg,256,256,late_blight,9,6,244,201
f8bff9a6-4e6f-43e3-9584-3783fd5571bb___UF-GRC_YLCV_Lab-02944_JPG.rf.7d7797c1a0228c74e381c98bccd05859.jpg,256,256,yellow_leaf_curl_virus,49,24,233,235
1528d8ea-c972-4da3-8f66-b4a0de6ace90___RS_HL-0573_JPG.rf.7a32f2c2d75858ce172b8be03d2f7300.jpg,256,256,healthy,52,11,223,235
c5b6b543-1fe9-4607-94c2-3342dcc92043___Com-G_SpM_FL-1289_JPG.rf.7bfbc6dce7f3c1621b749e70bc445768.jpg,256,256,spider_mites,62,16,208,214
bfd0d33e-8230-4571-8e53-7059a4759653___Com-G_TgS_FL-0787_JPG.rf.7db120028802298fb583a7e2e798481b.jpg,256,256,target_spot,52,11,217,228
f0dfdada-f425-46d7-8cf3-2957850b5a2e___RS_Erly-B-9466_JPG.rf.7e14ed224a959a014bd8e662d50f8705.jpg,256,256,early_blight,20,11,232,250
d2619e9f-172d-4c42-8513-0ab522c02824___GHLB-Leaf-2-2-Day-16_JPG.rf.7e71b4c0e15c4f7a646c8838e8aacf30.jpg,256,256,late_blight,6,7,195,256
bdd3d14d-1153-4bc0-9ccd-9e484a75c6a5___Com-G_SpM_FL-1715_JPG.rf.7ec347203ab6d1d502abdfdc79aa7be3.jpg,256,256,spider_mites,20,3,240,239
5032f1a5-22a0-42c3-bcf4-d44d4334ac5a___JR_Sept-L-S-8554_JPG.rf.7df76443dadb48402c6798b3d18b8d38.jpg,256,256,septoria_leaf_spot,16,15,223,215
e7969712-afe2-48f9-987b-f0596e9c722c___Com-G_TgS_FL-1087_JPG.rf.7f7babb42eaf4f4c37cd60cc6ba75537.jpg,256,256,target_spot,14,12,244,245
ef7a2893-ca76-4f77-beb4-5bfcc729e324___RS_Erly-B-7454_JPG.rf.7def99aaa24582d19203b849f0f27928.jpg,256,256,early_blight,33,33,224,245
e97a81a5-6948-4869-90ea-c2129a8d4836___YLCV_GCREC-2794_JPG.rf.80193763d2ed8fe98ff91400829e8d48.jpg,256,256,yellow_leaf_curl_virus,36,7,227,205
Tomato___Tomato_mosaic_virus_original_d38e784f-9bbb-4c1f-84d1-3464ff0dbc16___PSU_CG-2103-JPG_6e1f8aff-3eee-4b13-ae1c-b1bc8c937c8a_JPG.rf.7f8e724e76552ff70be221fdde2c2a0a.jpg,256,256,mosaic_virus,91,25,185,207
b3813caa-82f2-4b9b-a5ef-a9f0db6f08bf___GH_HL-Leaf-466_JPG.rf.805d40dd24d46328137c99381c0ec704.jpg,256,256,healthy,42,14,225,212
e1376128-8bc6-4577-aa18-cdad9ca79d0b___Matt-S_CG-2657_JPG.rf.7e631737c1db78cdc3cae4325e6a5241.jpg,256,256,septoria_leaf_spot,22,5,253,228
bf1dbfe2-cbad-428f-9d91-4a63de9121bd___RS_Late-B-5036_JPG.rf.80b2f72a2fa0c3ea1b7048e6b92ff5a3.jpg,256,256,late_blight,16,14,178,177
Tomato___Early_blight_original_5c498e4e-e9b8-4380-828e-53dfd9beb683___RS_Erly-B-7788-JPG_28944ee8-a454-4d7c-bd46-a79cfa73f509_JPG.rf.809f18d36e6e00f7b6bc058fd65e96a3.jpg,256,256,early_blight,41,19,189,243
be2cc67b-7311-47a4-bcf7-bf62bf429533___GHLB2-Leaf-9008_JPG.rf.7b236e87e3e45c3ed1d2a6a976325bd4.jpg,256,256,late_blight,34,82,176,196
072ae43a-416b-434a-a5a2-1b48bc47fada___RS_Erly-B-7472_JPG.rf.8124f44ffa4192b873ecd755dfe1c700.jpg,256,256,early_blight,6,23,256,240
d568ebda-a7c9-43dc-8afe-41778448d54a___Crnl_L-Mold-6696_JPG.rf.7edd502e0769444af74a3e8be5ce7dc9.jpg,256,256,leaf_mold,41,8,200,219
Tomato___Tomato_mosaic_virus_original_c1ff629a-8390-43a4-88ed-86e462d688a7___PSU_CG-2083-JPG_c5c95cf9-252d-4388-8d86-d281a84279dd_JPG.rf.815a0a12b0cdc168ae865f59f62ee9f8.jpg,256,256,mosaic_virus,30,29,185,229
d1c1488e-f121-4b32-a7f6-24c25ee6b766___RS_Late-B-7102_JPG.rf.81acc28d69ae44c60ce10a4cc9557cd1.jpg,256,256,late_blight,31,28,202,256
aa5e6a40-afc1-47e5-80a3-e41fb9e5a40b___GHLB2-Leaf-9085_JPG.rf.82011e9b80618beddbd3143d9380954b.jpg,256,256,late_blight,77,32,213,207
29919d99-e33e-43f0-b313-73eef0221636___Com-G_SpM_FL-1673_JPG.rf.83fa850e7deae0748dea1daa075e5bcc.jpg,256,256,spider_mites,49,3,208,237
ccafbe60-2783-45b3-a73b-16f93a301cf5___GCREC_Bact-Sp-3395_JPG.rf.8110bfeeb8ad87dfa5b9b82b7c641cd6.jpg,256,256,bacterial_spot,19,13,233,250
fb57ab6a-91f2-474a-8fba-7af5a329805a___YLCV_NREC-2634_JPG.rf.845957901b795bb4aa60a73ae5708940.jpg,256,256,yellow_leaf_curl_virus,53,23,229,198
fb57ab6a-91f2-474a-8fba-7af5a329805a___YLCV_NREC-2634_JPG.rf.845957901b795bb4aa60a73ae5708940.jpg,256,256,yellow_leaf_curl_virus,107,208,167,255
fe25711d-1d9d-47d0-a24c-5ea4951312a3___YLCV_GCREC-5136_JPG.rf.811c77fc4cc6d0f3492d5020845c0418.jpg,256,256,yellow_leaf_curl_virus,27,23,228,155
fe25711d-1d9d-47d0-a24c-5ea4951312a3___YLCV_GCREC-5136_JPG.rf.811c77fc4cc6d0f3492d5020845c0418.jpg,256,256,yellow_leaf_curl_virus,58,145,142,197
fe25711d-1d9d-47d0-a24c-5ea4951312a3___YLCV_GCREC-5136_JPG.rf.811c77fc4cc6d0f3492d5020845c0418.jpg,256,256,yellow_leaf_curl_virus,172,149,238,197
f5034515-2e6f-43e0-abde-7f62d165b750___Com-G_TgS_FL-8127_JPG.rf.81817c2a5a096362fbb77849a6168a59.jpg,256,256,target_spot,1,2,246,232
cfaaca13-e947-4cc1-aa07-1611b17879a4___GHLB2-Leaf-9118_JPG.rf.82096ecef0c63ae73e700335cdd275e3.jpg,256,256,late_blight,39,37,208,234
d0ce6851-bf97-4410-94f3-ccdcddd2a0fe___GCREC_Bact-Sp-3424_JPG.rf.840b2d58d304f92548e4c7a99ed04ca3.jpg,256,256,bacterial_spot,26,4,228,246
38670ac4-67ad-4b00-a37b-3fb82d58aa86___RS_HL-9762_JPG.rf.852ed193e1b39f44cd73c2d1e3afed26.jpg,256,256,healthy,27,3,212,246
d0027625-3a04-4187-a80d-2d004127b1cb___Com-G_TgS_FL-9760_JPG.rf.84ff4b99d4162cbb3bdba22ebf12f37b.jpg,256,256,target_spot,38,11,194,220
d0027625-3a04-4187-a80d-2d004127b1cb___Com-G_TgS_FL-9760_JPG.rf.84ff4b99d4162cbb3bdba22ebf12f37b.jpg,256,256,target_spot,122,171,218,237
d074483d-5063-4bed-93f5-c0d798e9283c___RS_HL-0231_JPG.rf.83160fa61a33b10b413ad34e181e388d.jpg,256,256,healthy,67,7,227,248
d074483d-5063-4bed-93f5-c0d798e9283c___RS_HL-0231_JPG.rf.83160fa61a33b10b413ad34e181e388d.jpg,256,256,healthy,30,215,137,252
e813e60a-25a6-4444-8fb6-eeab328d9ccc___GCREC_Bact-Sp-3573_JPG.rf.8307d6eaf10dcaddfd7a95250e98e450.jpg,256,256,bacterial_spot,19,7,232,249
c095a7b6-3359-4458-9805-ecf15870f375___Com-G_SpM_FL-8709_JPG.rf.8083132a4c7cc2ae65a1d510b343cb41.jpg,256,256,spider_mites,36,18,222,231
d2d69a9b-46d7-4125-bba5-7a9cbfe71d7a___YLCV_NREC-0163_JPG.rf.84a042ad2e51815cbc54e1fb2e3d9891.jpg,256,256,yellow_leaf_curl_virus,28,12,188,213
